BARCODE_ID,date1,MonthlyMeanTemp,MonthlyPrecipSum,AnnualTemp,AnnualPrecip,Elevation,LUCAS_ID,SOIL_ID,Country,TH_LAT,TH_LONG,LC1_2018,LC_simpl_2018,LU1_2018,LC1_2015,LC_simpl_2015,LU1_2015,Soil_data_survey,Depth,Coarse_fragments,Clay_content,Sand_content,Silt_content,pH_CaCl2,pH_H2O,Electrical_conductivity,Organic_carbon,Carbonate_content,Phosphorus_content,Total_nitrogen_content,Extractable_potassium_content,Bulk_Density_0_10_cm,Bulk_Density_10_20_cm,Bulk_Density_20_30_cm,Ongoing_Number,Channel,Device,Basal_respiration,MIRR,Cmic,qO2,H2O_FW,glucose_per_sample,water_added,date_of_measurement,date_of_sampling,remarks,machine_factor,Xylosidase,Cellulase,N.actylglucosaminidase,beta.glucosidase,Acid.phosphatase,MWD,WSA,LC_5
439,7/23/2018,21.73899951,25.30000038,13,461,707,30402208,50641,ES,41.78681756,-5.474670424,F40,Bareland,U112,B11,Cropland,U111,2018,0-20,8,46,20,34,7.6,8.25,14.46,5.6,29,7.2,1,311.3,1.281510536,1.409963724,NA,8624,Channel 7,EMIL,0.236872146,7.579908676,201.6255708,0.00117,13.00893744,21.6,0.75,4/30/2019,n/a,n/a,1,23.82,24.91,54.17,328.02,159.18,1.983541209,68.57142857,Other
440,7/23/2018,21.99233284,49.40000074,12.9,858,411,33622266,51231,ES,42.82474353,-1.746282738,B13,Cropland,U111,B54,Cropland,U111,2018,0-20,27,41,16,43,6.5,7.08,9.98,13.7,1,24.2,1.8,236.6,1.096536013,1.057761509,NA,7017,Channel 28,KLAUS,0,12.75449466,339.2695578,0,9.468822171,21.6,1.25,4/24/2019,n/a,n/a,1,56.05,81.79,131.38,521.26,308.33,1.917541118,86.48648649,Cropland
441,7/23/2018,24.85233278,10.10000015,14.3,458,379,34562164,51168,ES,42.03951085,-0.447273818,B13,Cropland,U111,B13,Cropland,U111,2018,0-20,81,41,11,47,7.8,8.06,204,14.1,269,30.9,1.9,291.6,1.351558093,1.691151863,NA,7059,Channel 10,KLAUS,0.155198205,5.173273498,137.609075,0.00112782,12.03947368,21.6,1,4/30/2019,n/a,n/a,1,29.82,36.8,77.02,105.76,152.67,2.155207317,61.53846154,Cropland
442,7/23/2018,20.39499954,66.40000099,12.3,1091,496,33502280,51237,ES,42.93237671,-1.916487638,C10,Woodland,U120,C10,Woodland,U120,2018,0-10,26,49,6,46,5.2,5.74,11.92,82.8,5,5.5,5,290.5,0.759420375,NA,NA,8620,Channel 3,EMIL,4.836220472,33.42407199,889.080315,0.005439577,26.49247561,21.6,1.5,4/30/2019,n/a,n/a,1,60.46,16.78,683.06,254.63,2250.3,2.098816327,97.2972973,Woodland
443,7/16/2018,18.30999959,105.6000016,7.7,532,114,51363400,41171,PL,53.08840895,22.23035397,C10,Woodland,U420,C10,Woodland,U420,2018,0-20,53,7,70,24,4.7,5.1,18.34,9,0,39.1,0.9,88.7,0.854158817,0.884827491,NA,5331,Channel 21,DIETER,1.222954634,6.651156779,176.9207703,0.006912442,14.40424826,21.6,0.5,5/6/2019,n/a,n/a,1,25.97,19.33,82,229.54,292.65,0.414555249,7.894736842,Woodland
444,7/11/2018,15.24933299,84.60000126,2.9,614,127,52584544,20909,FI,62.87357638,28.58071949,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,12,5,79,16,4.1,4.86,2.45,15,0,16.3,0.6,22.8,0.782144886,1.077597974,NA,5311,Channel 1,DIETER,1.461322345,7.306611725,194.3558719,0.007518797,10.6742513,21.6,0.75,5/6/2019,n/a,n/a,1,5.47,1.4,76.61,26.17,380.16,0.738255352,41.17647059,Woodland
445,7/12/2018,15.75466631,71.60000107,3.8,626,118,52364404,20911,FI,61.71096109,27.44298308,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,4,5,64,31,4.1,4.95,5.19,26.2,0,11.5,1.8,24.9,0.706029848,1.097381426,NA,7061,Channel 12,KLAUS,0.872624343,7.775306645,206.8231568,0.004219181,18.49044166,21.6,0.5,4/30/2019,n/a,n/a,1,69.05,20.89,57.02,227.45,757.02,0.681076115,37.93103448,Woodland
446,7/14/2018,16.4566663,82.60000123,9,765,1388,48941830,59071,IT,39.33550652,16.61654355,C32,Woodland,U120,C32,Woodland,U120,2018,0-20,28,11,50,39,5.3,5.78,21.3,75.2,0,16.4,4.3,330.4,0.652260801,0.627608424,NA,8584,Channel 27,EMIL,1.886363636,21.7317916,578.0656566,0.003263234,17.48642869,0.0216,1.25,4/24/2019,n/a,n/a,1,53.64,28.12,620.12,271.07,1044.5,1.44023065,65,Woodland
447,7/16/2018,19.98999955,37.70000056,11.4,658,326,37882584,24263,FR,46.14623561,3.098045131,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,67,37,18,45,7.3,7.93,16.78,13.5,485,12.1,1.5,281.5,1.291010012,1.341748831,NA,8625,Channel 8,EMIL,0.191822222,9.787851852,260.3568593,0.000736767,7.132243685,21.6,1,4/30/2019,n/a,n/a,1,62.4,37.62,47.76,306.17,105.7,1.890253086,61.11111111,Cropland
448,7/24/2018,22.99699949,112.9000017,13.9,1241,167,34442320,24248,FR,43.4169105,-0.843039395,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,10,32,30,38,5.3,5.67,5.76,22.9,0,6.5,2.2,343,1.15614552,1.260753719,NA,7008,Channel 19,KLAUS,1.358342189,15.11229189,401.9869642,0.00337907,21.85683441,21.6,0.75,4/24/2019,n/a,n/a,1,157.05,81.21,322.96,397.68,550.9,2.218837778,91.66666667,Grassland
449,7/24/2018,19.04033291,56.50000084,4.7,586,72,50004308,20875,FI,61.32057821,22.71377312,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,4,44,12,44,4.7,5.36,7.34,36,1,36.8,2.9,245.1,1.063298213,0.959895078,NA,7006,Channel 17,KLAUS,1.450621183,14.85575911,395.1631923,0.003670942,21.25683966,21.6,1.25,4/24/2019,n/a,n/a,1,55.43,23.44,92.82,216.8,786.62,1.886373646,82.35294118,Woodland
450,7/16/2018,19.02399957,0,10,820,138,34723194,54941,UK,51.21606546,-2.216484599,C10,Woodland,U111,E20,Grassland,U111,2018,0-20,89,26,11,63,6.3,6.47,26.2,88.4,2,15.7,7.5,304.8,0.577728899,0.667972847,NA,9279,Channel 2,EMIL,3.607856811,31.70540834,843.3638618,0.004277936,29.09180814,0.0432,0.5,4/10/2019,n/a,n/a,1,95.07,129.47,305.29,834.26,1129.77,1.989275862,97.14285714,Woodland
451,7/19/2018,16.00866631,59.90000089,3.1,541,156,50324550,20854,FI,63.39917666,24.26877091,C32,Woodland,U120,C32,Woodland,U120,2018,0-20,1,0,0,0,3.6,4.5,14.76,498.3,0,25.5,24.6,107.6,0.126370642,0.163204637,NA,9281,Channel 4,EMIL,14.19546248,116.1227458,3088.865038,0.004595689,81.18226601,0.0432,0.5,4/10/2019,n/a,n/a,1,455.58,74.34,502.55,1209.02,12557.37,1.524339623,81.25,Woodland
452,7/13/2018,16.69599963,7.000000104,7.8,1270,347,35423508,55074,UK,54.09704369,-1.967949308,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,13,20,40,40,4.6,5.13,22.24,95.1,0,39.6,5.4,60.1,1.040980953,0.827623542,NA,8585,Channel 28,EMIL,1.444790855,20.7014809,550.659392,0.002623747,36.17973802,0.0216,1.25,4/24/2019,n/a,n/a,1,46.71,7.91,83.5,130.85,1097.2,1.206405512,85.71428571,Grassland
453,7/12/2018,23.56266614,23.30000035,13.8,856,90,43562476,58883,IT,45.39531906,10.44629988,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,46,21,41,38,7,7.44,17.34,33.7,7,12.5,3.4,107.7,1.047806072,1.147791285,NA,8622,Channel 5,EMIL,1.011545863,23.83935571,634.1268619,0.001595179,22.3347725,21.6,0.75,4/30/2019,n/a,n/a,1,92.49,279.55,329.98,1099.99,785.26,1.578222222,92.59259259,Grassland
454,7/19/2018,15.93566631,56.20000084,3.2,535,143,50324560,20913,FI,63.48714312,24.31229279,C22,Woodland,U120,C32,Woodland,U120,2018,0-20,1,0,0,0,2.9,3.84,9.5,513.6,1,65.4,17,154.5,0.106921664,0.137912302,NA,7062,Channel 13,KLAUS,7.063829787,49.35624659,1312.876159,0.005380424,89.77576975,21.6,0.5,4/30/2019,n/a,n/a,1,327.26,59.45,1141.65,907.57,15973.54,1.766613636,50,Woodland
455,7/11/2018,18.56166625,8.000000119,9.8,871,147,40903100,27420,DE,50.96460607,6.710584991,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,1,16,7,77,6.7,7.38,7.59,15.6,0,33.8,1.3,132.5,1.150129325,1.170832206,NA,8468,Channel 1,EMIL,0.260460251,7.765574152,206.5642724,0.001260916,4.985920159,0.0216,1,4/3/2019,n/a,n/a,1,19,24.93,55.92,236.34,207.72,1.655662252,46.15384615,Cropland
456,7/12/2018,16.65266629,22.70000034,6.7,903,161,45403766,62095,SE,56.94729164,13.59660746,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,32,6,65,29,3.1,3.98,11.11,88.3,0,35.4,3.5,101.2,0.263967236,0.797670846,NA,7052,Channel 3,KLAUS,2.389846562,9.852876176,262.0865063,0.009118541,12.97395318,21.6,1,4/30/2019,n/a,n/a,1,107.05,43.5,288.71,350.21,1075.77,0.79424505,34.48275862,Woodland
457,7/12/2018,15.63233298,80.7000012,3.3,632,150,51944466,20912,FI,62.3415302,26.97194508,C32,Woodland,U120,C32,Woodland,U120,2018,0-20,6,4,59,37,3.9,4.49,5.58,36.6,0,32.9,1.7,48.5,0.591065431,0.771418402,NA,8621,Channel 4,EMIL,1.50737798,12.24744608,325.7820658,0.004626952,11.11484782,21.6,1.5,4/30/2019,n/a,n/a,1,33.71,8.23,240.04,132.86,639.51,0.668421053,51.61290323,Woodland
458,7/10/2018,25.02799944,6.600000098,17.1,515,268,29181908,49758,ES,38.9089554,-6.211235434,F40,Bareland,U112,F40,Bareland,U111,2018,0-20,17,12,50,38,6,6.32,11.83,8.4,2,17.4,1,72.4,1.220542513,1.277169092,NA,7016,Channel 27,KLAUS,0,6.371378943,169.4786799,0,1.130131295,21.6,1,4/24/2019,n/a,n/a,1,49.97,56.04,161.29,405.84,260.66,1.278553125,21.42857143,Other
459,7/9/2018,17.95433293,65.70000098,8,699,328,50263082,41279,PL,50.41803062,19.95410869,B43,Cropland,U111,B11,Cropland,U111,2018,0-20,4,13,9,78,7.1,7.63,32.3,12.7,6,74,1.7,178.8,1.454893249,1.528588229,NA,6997,Channel 8,KLAUS,0.757148333,7.051871726,187.5797879,0.004036407,13.43729263,21.6,1.25,4/24/2019,n/a,n/a,1,29.74,65.2,83.62,454.24,233.42,1.556092784,46.15384615,Cropland
460,7/23/2018,23.45799948,0,12.9,434,1102,32061692,51239,ES,37.47794024,-2.57139304,B74,Cropland,U111,B74,Cropland,U111,2018,0-20,57,15,52,34,7.4,8.24,14.42,12.1,376,24.7,1,216.2,1.293558152,1.379575994,NA,7004,Channel 15,KLAUS,3.769721116,40.04869411,1065.295263,0.003538663,37.32312302,21.6,1.25,4/24/2019,n/a,n/a,1,57.67,34.52,188.69,404.88,1634.75,1.552910615,90.625,Cropland
461,7/24/2018,19.38699957,14.50000022,7.1,533,71,46923874,62074,SE,57.82180732,16.24356947,C21,Woodland,U120,C21,Woodland,U120,2018,0-20,6,21,13,67,4.5,5.17,9.03,37.5,0,15.2,2.2,100.4,0.805783386,0.982152013,NA,8627,Channel 10,EMIL,0.310695187,15.28817588,406.6654783,0.000764007,6.484414069,21.6,1.5,4/30/2019,n/a,n/a,1,69.83,22.25,155.93,234.91,692.77,2.026206767,90.625,Woodland
462,7/16/2018,20.93333287,20.90000031,11.2,733,132,38982814,24265,FR,48.29232187,4.295477636,B13,Cropland,U111,B11,Cropland,U111,2018,0-20,8,22,3,75,7.2,7.49,19.09,10.7,4,61,1.3,254.8,1.276795781,1.276800534,NA,7053,Channel 4,KLAUS,0.362032998,8.867185031,235.8671218,0.001534902,11.21400909,21.6,1,4/30/2019,n/a,n/a,1,34.76,59.16,69.59,424.4,252.2,1.852738426,60.52631579,Cropland
463,7/16/2018,23.11566615,25.80000038,14.4,1062,271,40642274,24187,FR,43.52576197,6.828074162,C10,Woodland,U420,C10,Woodland,U420,2018,0-20,26,13,53,34,4.6,5.43,4.58,21.5,0,7.9,1.4,72.1,0.937820535,1.145502286,NA,7064,Channel 15,KLAUS,0.521465969,8.835951134,235.0363002,0.002218661,5.289256198,21.6,1,4/30/2019,n/a,n/a,1,36.58,10.55,134.79,152.12,548.1,1.151562169,27.5862069,Woodland
464,7/11/2018,17.7259996,23.10000034,9.7,919,108,41303178,27414,DE,51.67990242,7.237790706,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,4,4,76,20,3.5,3.92,7.09,28,0,24.6,1.5,27.9,1.430451433,1.4906089,NA,8474,Channel 7,EMIL,0.521337521,2.300018474,61.18049141,0.008521303,10.52892562,0.0432,0.5,4/3/2019,n/a,n/a,1,162.4,11.18,36.21,126.27,709.88,0.453416223,36.66666667,Woodland
465,7/23/2018,21.69199952,57.10000085,10.9,651,858,54662028,29654,EL,40.42721629,23.50769361,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,19,27,41,33,4.7,5.43,3.98,13.1,0,2,1,91.8,0.978898947,1.078638444,NA,7009,Channel 20,KLAUS,0.995754891,8.221360896,218.6881998,0.004553309,9.925187032,21.6,1.75,4/24/2019,n/a,n/a,1,19.31,3.3,128.58,63.38,520,1.083712082,56,Woodland
466,7/11/2018,18.79199958,25.80000038,10,767,254,40782882,24254,FR,49.00185829,6.678578981,B11,Cropland,U111,B13,Cropland,U111,2018,0-20,9,32,6,62,6.3,6.47,14.63,20,0,17.9,2.1,147.3,1.242779222,1.409339017,NA,6922,Channel 23,KLAUS,1.376397995,16.16467412,429.9803317,0.003201072,13.6242505,0.0216,1,4/3/2019,n/a,n/a,1,62.29,92.45,109.18,524.11,545.72,1.28226699,81.57894737,Cropland
467,7/24/2018,17.18833295,12.80000019,3.1,612,331,45844474,61421,SE,63.28111813,15.21980854,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,64,15,43,42,3.4,4.16,11.73,61,0,40.5,2.4,140.8,NA,NA,NA,7012,Channel 23,KLAUS,1.642972827,20.66162798,549.5993042,0.002989401,7.197728791,21.6,1.75,4/24/2019,n/a,n/a,1,32.5,7.03,91.33,81.73,429.61,1.421579646,68,Woodland
468,7/9/2018,19.49966623,70.60000105,11,527,1016,32902134,50957,ES,41.54576631,-2.370138877,B11,Cropland,U111,B31,Cropland,U111,2018,0-20,4,46,8,45,7.5,7.87,17.4,20.4,305,15.4,2.5,379.2,1.081091864,1.078009582,NA,8654,Channel 7,EMIL,0,19.86324786,528.3623932,0,9.392631928,21.6,1,n/a,n/a,n/a,1,114.45,61.47,82.41,446.37,110.22,1.512294203,71.05263158,Cropland
469,7/10/2018,21.22533286,11.00000016,12.6,549,901,30182092,49833,ES,40.72223981,-5.472504858,C10,Woodland,U111,B15,Cropland,U111,2018,0-20,25,17,58,26,5.3,6.26,2.68,5.9,0,3.9,0.6,92.2,1.473345875,1.487905625,NA,5357,Channel 17,EMIL,0,4.394502647,116.8937704,0,0.771294433,21.6,0.75,5/8/2019,n/a,n/a,1,49.05,21.08,136.04,279.01,301.98,1.274020619,50,Woodland
470,7/11/2018,15.67166632,78.70000117,3.1,622,121,52544508,20910,FI,62.57164214,28.31015081,C31,Woodland,U120,C31,Woodland,U120,2018,0-20,23,6,63,31,3.9,4.63,9.55,152.7,0,20.3,5.9,63.1,0.238275681,0.479778748,NA,8632,Channel 15,EMIL,4.721871049,35.50147493,944.339233,0.005000185,73.3040837,21.6,0.5,4/30/2019,n/a,n/a,1,209.17,22.46,313.79,407.96,2016.06,1.509876623,60,Woodland
471,7/18/2018,25.20099944,4.100000061,14.3,438,747,32142004,49785,ES,40.27366847,-3.022461646,B12,Cropland,U112,B82,Cropland,U111,2018,0-20,23,2,36,62,7.5,7.72,236,13.4,188,13.2,1.5,201.4,0.879962138,0.973703798,NA,7013,Channel 24,KLAUS,0,12.27547276,326.5275755,0,1.959156566,21.6,1.75,4/24/2019,n/a,n/a,1,48.47,32.18,89.47,377.42,99.92,1.034926407,21.05263158,Cropland
472,7/18/2018,19.20466624,43.40000065,10.1,503,184,48442898,17257,CZ,48.96635022,17.15357907,B32,Cropland,U111,B16,Cropland,U111,2018,0-20,4,9,76,16,3.9,4.62,6.86,5.5,0,65.5,0.7,110.9,1.354082842,1.509870684,NA,7070,Channel 21,KLAUS,0.138947728,0.803439244,21.37148389,0.006501548,1.364785173,21.6,1.25,4/30/2019,n/a,n/a,1,18.4,7.01,76.98,81.78,254.57,0.488113815,44,Cropland
473,7/23/2018,19.91833289,56.20000084,9.8,680,198,51782890,45143,SK,48.51234508,21.65032589,B32,Cropland,U111,B11,Cropland,U111,2018,0-20,65,36,7,57,6.1,6.61,14.97,17.7,0,18.4,1.9,325.7,1.074896588,1.505019489,NA,8623,Channel 6,EMIL,0.154562384,12.98324022,345.3541899,0.000447547,11.54669741,21.6,0.75,4/30/2019,n/a,n/a,1,62.36,127.05,174.78,738.82,574.24,1.458489063,69.23076923,Cropland
474,7/25/2018,17.9559996,41.40000062,9,870,237,41883154,27428,DE,51.481013,8.085234529,C10,Woodland,U361,C10,Woodland,U120,2018,0-20,16,23,17,60,3.7,4.18,8.87,31.6,0,15,2.3,48.2,1.017207483,1.175543186,NA,8480,Channel 13,EMIL,0.88795045,6.646646647,176.8008008,0.005022321,11.49501661,0.0432,1,4/3/2019,n/a,n/a,1,53.35,5.94,96.16,105.72,1046.54,1.758911523,89.18918919,Woodland
475,7/25/2018,17.43833294,15.60000023,2.2,666,383,46364574,61914,SE,64.14044571,16.44304739,C22,Woodland,U120,C22,Woodland,U120,2018,0-20,26,8,53,39,3.7,4.32,3.18,14,0,10.7,0.8,25,1.338687455,1.307885011,NA,8661,Channel 14,EMIL,0.943349316,7.075119872,188.1981886,0.005012531,6.786955802,21.6,1.5,n/a,n/a,n/a,1,25.88,3.18,108.75,94.42,576.04,0.879166667,44.44444444,Woodland
476,7/24/2018,21.11233286,11.60000017,12.4,431,941,30682088,49830,ES,40.77708962,-4.882945248,B14,Cropland,U112,B13,Cropland,U111,2018,0-20,25,12,74,14,5,5.75,9.36,4.4,1,8.2,0.5,71.9,1.432723239,1.572128947,NA,5333,Channel 23,DIETER,0.279390134,4.507807196,119.9076714,0.002330044,2.852431987,21.6,1,5/6/2019,n/a,n/a,1,66.03,37.61,110.21,338.42,461.02,1.278508292,50,Cropland
477,7/18/2018,14.96299967,5.40000008,3.4,572,300,45384472,61415,SE,63.2912717,14.30681274,C31,Woodland,U120,C33,Woodland,U120,2018,0-20,1,0,0,0,4.7,5.22,16.73,88.9,0,18.1,5.4,90.1,NA,NA,NA,8631,Channel 14,EMIL,7.80980981,78.37504171,2084.776109,0.003746114,83.45204572,21.6,0.5,4/30/2019,n/a,n/a,1,125.67,57.74,799.04,843.79,1050.47,1.965796296,57.89473684,Woodland
478,7/24/2018,19.3513329,60.80000091,8.7,650,354,46602982,17261,CZ,49.85249847,14.71700434,B33,Cropland,U111,B11,Cropland,U111,2018,0-20,8,9,54,38,5.6,6.07,9.79,11.2,0,21.1,1.3,62.3,1.374796225,1.430490498,NA,8668,Channel 21,EMIL,0,5.42110691,144.2014438,0,3.92998679,21.6,1,n/a,n/a,n/a,1,32.91,52.28,73.47,318.92,299.89,1.289401442,41.93548387,Cropland
479,7/19/2018,16.38333297,60.00000089,3.6,535,114,50284502,20893,FI,62.98396967,23.98692726,B11,Cropland,U111,B15,Cropland,U111,2018,0-20,11,12,11,78,5.3,5.83,12.32,116.5,0,62.9,6.1,52.3,0.735615145,0.349989408,NA,8658,Channel 11,EMIL,1.236561305,19.94094356,530.4290987,0.002331247,15.970225,21.6,1.75,n/a,n/a,n/a,1,63.04,47.54,136.28,409.62,758.42,1.395956592,50,Cropland
480,7/16/2018,22.71199949,45.10000067,13.2,702,426,33982230,51238,ES,42.55348687,-1.249713622,B11,Cropland,U111,B13,Cropland,U111,2018,0-20,79,38,11,51,7.6,8.19,14.86,11.2,381,17.6,1.5,238.4,1.282580356,1.285586231,NA,8666,Channel 19,EMIL,0.80124929,12.25440091,325.9670642,0.002458068,11.93532255,21.6,0.75,n/a,n/a,n/a,1,48.99,57.36,85.55,357.83,81.58,1.910329439,46.15384615,Cropland
481,7/31/2018,19.65266623,62.00000092,6.8,1624,1196,37382484,24233,FR,45.20672802,2.577309426,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,29,11,23,65,4.9,5.58,26.67,175.9,1,32.9,14.8,287.7,0.558718854,0.510384781,NA,8648,Channel 1,EMIL,3.340616375,34.42425636,915.6852193,0.003648215,28.26266293,21.6,1.75,n/a,n/a,n/a,1,254.54,87.01,132.66,490.14,1224.65,0.960645161,42.42424242,Grassland
482,7/26/2018,21.46566619,38.90000058,11.6,396,1028,33542042,49839,ES,40.81635431,-1.458895395,B13,Cropland,U112,B13,Cropland,U111,2018,0-20,22,38,18,44,7.6,8.27,17.81,12.1,624,22.1,1.3,305,1.04236502,0.978501577,NA,5314,Channel 4,DIETER,0.45404814,7.819717967,208.0044979,0.002182877,8.752079867,21.6,1.25,5/6/2019,n/a,n/a,1,37.88,14.18,24.42,155.41,64.78,1.355063686,29.41176471,Cropland
483,7/31/2018,20.69999954,60.6000009,9.9,1218,683,37222482,24234,FR,45.17428745,2.377274148,E20,Grassland,U111,E20,Grassland,U111,2018,0-20,9,24,40,36,5.7,6.33,9.92,41.1,0,27.7,4.2,120.8,0.937922049,0.899940188,NA,7089,Channel 10,KLAUS,2.310106593,25.83168838,687.1229109,0.003361999,16.15359153,21.6,1.25,5/8/2019,n/a,n/a,1,189.18,171.43,211.77,762.22,1037.38,1.689878521,75,Grassland
484,7/31/2018,25.11066611,23.20000035,14.7,682,3,44522402,58680,IT,44.7162227,11.6503514,B71,Cropland,U111,B71,Cropland,U111,2018,0-20,83,33,14,53,7.5,7.87,26.16,12.7,152,15.4,1.7,422.8,1.337434957,1.435440554,NA,7063,Channel 14,KLAUS,0.250329877,5.163053723,137.337229,0.001822739,11.04963112,21.6,0.75,4/30/2019,n/a,n/a,1,16.15,15.5,60.18,146.49,99.65,2.025495455,30.76923077,Cropland
485,7/26/2018,19.3393329,20.90000031,4.3,524,18,49224492,20876,FI,63.0708991,21.89861189,A30,Others,U319,A30,Others,U319,2018,0-20,7,25,5,70,6.3,6.57,11.43,28.5,0,39.3,2.4,146.8,0.922882467,1.165118104,NA,8630,Channel 13,EMIL,0.744316997,19.32916232,514.1557178,0.001447649,20.34883721,21.6,0.75,4/30/2019,n/a,n/a,1,34.62,60.92,149.86,503.1,418.38,1.63321521,84.21052632,Other
486,7/30/2018,20.63233287,6.000000089,6.7,585,88,45163932,61993,SE,58.44821322,13.3352191,B15,Cropland,U111,B15,Cropland,U111,2018,0-20,5,17,62,21,5,5.54,10.68,19.4,0,34.1,1.9,174.8,1.272141948,0.957477142,NA,7069,Channel 20,KLAUS,0.361279334,10.00063084,266.0167802,0.001358107,11.1783493,21.6,1,4/30/2019,n/a,n/a,1,46.45,49.74,82.35,402.12,515.89,1.241072751,82.35294118,Cropland
487,7/30/2018,19.68333289,13.5000002,11.3,853,61,35462962,24219,FR,49.26298062,-0.688407264,B11,Cropland,U111,B11,Cropland,U111,2018,0-20,14,17,13,70,5,5.35,8.45,17.4,0,23.6,2.1,71.2,1.228644028,1.101291079,NA,7018,Channel 29,KLAUS,0.724746974,6.808229146,181.0988953,0.00400194,15.87646077,21.6,1.25,4/24/2019,n/a,n/a,1,59.61,40.72,85.9,327.76,440.86,1.778992647,80.55555556,Cropland
488,7/24/2018,18.76866625,34.60000052,6,690,57,52283958,35235,LV,57.83959533,25.38767396,B53,Cropland,U111,B15,Cropland,U111,2018,0-20,7,6,69,26,5.4,6.22,3.48,11.1,0,21.2,1.1,46.1,1.416085467,1.376409462,NA,7068,Channel 19,KLAUS,0.200448508,7.15887528,190.4260825,0.001052632,4.49752883,21.6,1.25,4/30/2019,n/a,n/a,1,28.47,30.54,64.12,283.99,252.55,0.578036412,72,Cropland
489,7/31/2018,24.81766611,NA,12.6,587,784,54301746,29565,EL,37.9696259,22.59383189,B82,Cropland,U111,B82,Cropland,U111,2018,0-20,27,31,19,50,7.7,8.21,19.61,13.7,259,8.6,1.5,240.6,0.931267648,1.103691495,NA,6973,Channel 14,KLAUS,1.079,12.22866667,325.2825333,0.003317116,15.71139582,0.0216,0.5,4/16/2019,n/a,n/a,1,61.48,28.96,78.94,443.15,107.8,1.983051163,62.85714286,Cropland
490,7/25/2018,18.78799958,14.00000021,8.7,687,281,42543140,27430,DE,51.36688582,9.037916446,C10,Woodland,U120,C10,Woodland,U120,2018,0-20,9,17,15,68,4,4.64,7.32,21.8,0,16.6,1.9,83.4,1.097692321,1.196021651,NA,6927,Channel 28,KLAUS,0.944393467,7.006790237,186.3806203,0.005067015,9.530134484,0.0432,1.25,4/3/2019,n/a,n/a,1,65.44,22.38,80.36,174.03,465.3,1.542764516,56.41025641,Woodland
491,7/10/2018,19.07933291,54.80000082,13.7,1834,261,28222378,49868,ES,42.83697702,-8.490892704,C10,Woodland,U112,B12,Cropland,U111,2018,0-20,13,18,30,52,4.5,5.24,7.59,134.3,1,8.9,9.7,72,0.609021901,0.899155525,NA,7118,Channel 9,KLAUS,2.448201439,14.92805755,397.0863309,0.006165414,30.5,21.6,2,5/15/2019,n/a,n/a,1,94.61,27.03,359.94,372.05,3272.81,1.222742308,62.5,Woodland
492,7/23/2018,21.91266618,45.30000068,11.6,742,163,35562670,24216,FR,46.67748567,-0.023418967,F40,Bareland,U111,B12,Cropland,U111,2018,0-20,6,24,38,38,6.7,6.99,11.6,15,2,23.8,1.5,107.7,0.836624325,0.928083799,NA,7066,Channel 17,KLAUS,0.386495925,9.662398137,257.0197905,0.001503759,13.69725385,21.6,1,4/30/2019,n/a,n/a,1,26.91,46.56,104.58,416.88,268.73,1.065126459,65.71428571,Other
493,7/24/2018,16.88099962,20.3000003,3.3,583,306,45424490,61420,SE,63.45097689,14.41015819,C31,Woodland,U120,C32,Woodland,U120,2018,0-20,14,0,0,0,5.2,5.49,46.5,467.4,0,34.3,21.5,186.6,NA,NA,NA,8618,Channel 1,EMIL,13.84463508,124.469862,3310.89833,0.004181534,84.44331469,21.6,0.5,4/30/2019,n/a,n/a,1,296.65,174.05,823.23,2251.42,2642.32,1.786642857,75,Woodland
494,7/23/2018,22.08099951,47.3000007,12,626,69,35482708,24215,FR,47.00620053,-0.192774439,B31,Cropland,U111,B12,Cropland,U111,2018,0-20,57,27,27,46,6.7,7.14,11.4,16.4,3,50.9,1.7,348.8,1.125520579,1.120016514,NA,8619,Channel 2,EMIL,0.205916031,11.98536896,318.8108142,0.000645888,12.25720027,21.6,0.75,4/30/2019,n/a,n/a,1,55.94,153.72,129.52,749.54,343.38,1.736171512,41.17647059,Cropland
495,7/24/2018,22.33666617,49.40000074,12.2,713,79,35442636,24217,FR,46.3599003,-0.120811557,B16,Cropland,U111,B16,Cropland,U111,2018,0-20,62,29,15,56,6.8,7.19,16.44,39.7,9,65.6,4.3,355.5,0.915047814,1.128256787,NA,7015,Channel 26,KLAUS,0.223590533,17.94047848,477.2167276,0.00046853,14.02812242,21.6,1,4/24/2019,n/a,n/a,1,47.37,64.84,128.97,352.48,439.04,1.940226496,73.33333333,Cropland
