"","LUCAS_ID","CONTAINER_ID","X_LAEA","Y_LAEA","Elevation","AnnualPrecip","AnnualTemp","LC_Survey_Code","Country","LC_1","LC_2","LC_3","LC_4","CLC_2018","CLC_2012","CLC_2006","CLC_2000","CLC_1990","CLC.firstChange","CLC.lastChange","num.CLC.changes","time.since.CLC.change","MWD","WSA","Xylosidase","Cellulase","N.actylglucosaminidase","beta.glucosidase","Acid.phosphatase","O2_Measurement_ID","O2_Channel","O2_Device","Basal_respiration","MIRR","Cmic","qO2","H2O_percent_FW","glucose_per_sample_SIR","water_added_SIR","date_O2_Measurement","date_of_sampling","remarks","machine_factor","coarse_2009","clay_2009","silt_2009","sand_2009","pHinH2O_2009","pHinCaCl2_2009","OC_2009","CaCO3_2009","N_2009","P_2009","K_2009","CEC_2009","Repeated","coarse_2015","clay_2015","sand_2015","silt_2015","pHinCaCl2_2015","pHinH2O_2015","Electrical_conductivity_2015","OC_2015","CaCO3_2015","P_2015","N_2015","K_2015","CEC_2015","NUTS0","NUTS1","NUTS2","NUTS3","MonthlyPrecipSum","MonthlyMeanTemp","dates","MeanNDVI90days","MeanNDVI3years","Sum_burned_areas_1year","LC_5","clay_2009_shapefile","silt_2009_shapefile","sand_2009_shapefile","pHinH2O_2009_shapefile","pHinCaCl2_2009_shapefile","OC_2009_shapefile","clay_yearCombine","silt_yearCombine","sand_yearCombine","pHinH2O_yearCombine","pHinCaCl2_yearCombine","year_of_yearCombine","PA","nonPA.1","mahal.min.1"
"67",46163088,567,4616000,3088000,441,732,76,"C23","CZECH REPUBLIC","Other coniferous woodland","Coniferous woodland","Woodland","Forest",312,312,312,312,312,1990,1990,0,28,0.539962290502793,38.4615384615385,165.82,16.15,33.67,126.06,275.2,6897,"Channel 28","KLAUS",0.81372549,2.288602941,60.87683824,0.01336675,19.24789708,0.0504,1.25,"3/26/19","n/a","n/a",1,6,5,11,84,3.83,2.75,"129.6","1",5.3,"15",47.6,8.1,"Yes",NA,NA,NA,NA,2.9,3.84,6.59,38.8,0,23.3,1.6,39.6,5.7,"CZ","CZ0","CZ04","CZ042",17.30000026,21.16466619,"2018-08-02",0.8215,0.681095238095238,0,"Forest",5,11,84,3.83,2.75,"129.6",5,11,84,3.83,2.75,2009,1,42943084,0.35635124909366
"68",46282880,611,4628000,2880000,695,806,72,"C23","CZECH REPUBLIC","Other coniferous woodland","Coniferous woodland","Woodland","Forest",312,312,312,312,312,1990,1990,0,28,1.08478602620087,63.3333333333333,28.05,6.94,74.14,98.72,506.28,8497,"Channel 30","EMIL",0.485466147,7.551695616,200.8751034,0.002416756,5.998000666,0.0432,1,"4/3/19","n/a","n/a",1,20,13,32,54,4.25,3.76,"31.7","1",2,"71",81.3,9.9,"Yes",NA,NA,NA,NA,3.9,4.44,5.49,23.4,0,57.3,2,32.8,18.1,"CZ","CZ0","CZ03","CZ031",27.0000004,19.12466624,"2018-08-08",0.882857142857143,0.719488372093023,0,"Forest",13,32,54,4.25,3.76,"31.7",13,32,54,4.25,3.76,2009,1,46382836,0.477996678152202
"69",46903344,781,4690000,3344000,81,600,87,"B14","POLAND","Rye","Cereals","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,0.479347345132746,60,12.3,5.81,46.06,96.26,346.44,7377,"Channel 28","KLAUS",0.280452779,2.383848623,63.41037337,0.004422822,1.922120961,21.6,0.75,"7/1/19","n/a","n/a",1,8,4,9,86,4.29,3.76,"8.6","0",0.9,"105.1",30.7,1,"Yes",NA,NA,NA,NA,3.7,3.85,13.76,6.6,0,107.6,0.8,23.1,20.9,"PL","PL4","PL42","PL427",17.30000026,19.24566624,"2018-09-11",0.472,0.481176470588235,0,"Agriculture",4,9,86,4.29,3.76,"8.6",4,9,86,4.29,3.76,2009,1,47363330,0.0307535445829363
"70",46942572,45,4694000,2572000,639,1376,89,"E20","SLOVENIA","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",243,243,311,311,311,2012,2012,1,6,1.84769047619048,97.2222222222222,62.54,74.16,232.68,668.73,1534.81,8734,"Channel 27","EMIL",5.321254355,54.75493612,1456.481301,0.0036535,28.78411911,21.6,1,"5/22/19","n/a","n/a",1,29,44,33,24,7.34,7.09,"73.9","248",5.1,"0",107.1,33.3,"Yes",NA,NA,NA,NA,7.3,7.6,17.58,92.5,128,8,4,100.9,36,"SI","SI0","SI04","SI041",95.60000142,16.24499964,"2018-06-04",0.7395,0.738711111111111,0,"Grassland",44,33,24,7.34,7.09,"73.9",44,33,24,7.34,7.09,2009,1,46482614,0.179023279096146
"71",47262412,14,4726000,2412000,1083,1943,77,"C33","CROATIA","Other mixed woodland","Mixed woodland","Woodland","Forest",313,313,313,313,313,1990,1990,0,28,1.77017159763313,91.8918918918919,21.04,7.6,350.76,138.05,1606.09,6948,"Channel 19","KLAUS",5.854292343,37.23124517,990.3511214,0.00591133,28.76033058,0.0432,0.5,"4/10/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",3,34,10,56,6.6,6.78,28.4,65.8,16,6.8,4.5,94.8,31.5,"HR","HR0","HR03","HR032",83.60000125,14.985333,"2018-06-05",0.728,0.721111111111111,0,"Forest",39,58,3,5.8,4.87,"31.5",34,56,10,6.78,6.6,2015,1,43022698,6.31202566772364
"72",47361656,368,4736000,1656000,1201,579,107,"E20","ITALY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",211,211,211,243,321,2000,2006,2,12,2.13580284552846,85.7142857142857,65.9,69.28,447.5,555.76,607.93,7133,"Channel 24","KLAUS",1.125314739,9.538382078,253.7209633,0.004435245,14.59057072,21.6,0.75,"5/15/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",10,22,28,50,6.7,6.84,21,57.6,3,18.3,5.3,613.6,25.2,"IT","ITG","ITG1","ITG13",NA,NA,"2018-07-02",0.738222222222222,0.624929292929293,0,"Grassland",31,46,23,8.09,7.55,"6.3",22,50,28,6.84,6.7,2015,1,54022304,2.95490963948667
"73",47642728,270,4764000,2728000,1418,1228,33,"C21","AUSTRIA","Spruce dominated coniferous woodland","Coniferous woodland","Woodland","Forest",321,321,321,321,321,1990,1990,0,28,1.57234756097562,89.2857142857143,627.19,67.07,424.14,634.25,2991.51,8538,"Channel 11","EMIL",4.450017295,23.92482417,636.4003228,0.006992481,52.59101345,0.0216,0.5,"4/16/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",23,6,45,49,3.5,3.87,30.2,139.1,0,43,8.6,112.1,15.7,"AT","AT2","AT22","AT224",85.30000127,14.61166634,"2018-06-25",0.687,0.601521126760563,0,"Forest",15,32,53,4.3,4.1,"22.7",6,49,45,3.87,3.5,2015,1,46162668,3.54683388164706
"74",48263042,242,4826000,3042000,484,687,74,"C10","CZECH REPUBLIC","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",313,313,313,313,313,1990,1990,0,28,1.59942,94.7368421052632,40.52,13.7,259.21,227.38,1093.7,7180,"Channel 11","KLAUS",2.426786135,14.93908669,397.379706,0.00610697,29.34021993,21.6,1,"5/27/19","n/a","n/a",1,10,16,66,18,5.92,5,"47.2","1",4,"0",89.7,22.9,"Yes",NA,NA,NA,NA,4.7,5.07,8.32,57.9,0,20.4,4.7,90.3,21.5,"CZ","CZ0","CZ07","CZ071",48.30000072,15.88999964,"2018-06-18",0.801,0.645466666666667,0,"Forest",16,66,18,5.92,5,"47.2",16,66,18,5.92,5,2009,1,50822928,0.322103908994013
"75",48362026,104,4836000,2026000,343,610,147,"D20","ITALY","Shrubland without tree cover","Shrubland without tree cover","Shrubland","Shrubland",231,231,231,231,231,1990,1990,0,28,2.25998671096345,89.7435897435898,39.51,30.85,147.46,323.65,412.26,8744,"Channel 7","EMIL",0.429019753,20.27629069,539.3493323,0.000795439,9.776815456,21.6,1.25,"5/27/19","n/a","n/a",1,4,29,59,12,7.58,6.78,"27.8","2",2.3,"0",940.3,34,"Yes",NA,NA,NA,NA,7,7.25,15.85,28.5,6,6.6,2.7,1233.4,43.3,"IT","ITF","ITF4","ITF48",8.100000121,16.36699963,"2018-05-03",0.7365,0.486257425742574,0,"Other",29,59,12,7.58,6.78,"27.8",29,59,12,7.58,6.78,2009,1,54841800,1.32824917043104
"76",48442898,472,4844000,2898000,184,503,101,"B32","CZECH REPUBLIC","Rape and turnip rape","Non-permanent industrial crops","Cropland","Agriculture",311,311,311,311,311,1990,1990,0,28,0.488113814756673,44,18.4,7.01,76.98,81.78,254.57,7070,"Channel 21","KLAUS",0.138947728,0.803439244,21.37148389,0.006501548,1.364785173,21.6,1.25,"4/30/19","n/a","n/a",1,1,7,14,79,4.74,4.08,"5.8","0",0.8,"74.2",108.2,4,"Yes",NA,NA,NA,NA,5.9,6.14,14.88,9.2,0,64.5,1.3,156.7,10.4,"CZ","CZ0","CZ06","CZ064",40.3000006,19.20099957,"2018-07-18",0.698285714285714,0.536697674418605,0,"Agriculture",7,14,79,4.74,4.08,"5.8",7,14,79,4.74,4.08,2009,1,48002880,0.00755665480019328
"77",48483018,251,4848000,3018000,652,691,65,"E20","CZECH REPUBLIC","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,211,2000,2000,1,18,1.39949444444444,88.8888888888889,135.69,223.25,401.89,954.52,971.38,8754,"Channel 17","EMIL",2.876416739,28.64356292,761.9187736,0.003775228,24.4400527,21.6,1,"5/27/19","n/a","n/a",1,1,18,43,39,6.67,5.79,"15.6","7",1.5,"36.2",213,18,"Yes",NA,NA,NA,NA,5.8,5.93,7.01,31.5,0,30.2,3.6,109.3,17,"CZ","CZ0","CZ08","CZ080",65.00000097,16.08566631,"2018-06-18",0.662222222222222,0.60253164556962,0,"Grassland",18,43,39,6.67,5.79,"15.6",18,43,39,6.67,5.79,2009,1,47182946,0.22671805784194
"78",48941830,446,4894000,1830000,1388,765,90,"C32","ITALY","Pine dominated mixed woodland","Mixed woodland","Woodland","Forest",312,312,312,312,312,1990,1990,0,28,1.4402306501548,65,53.64,28.12,620.12,271.07,1044.5,8584,"Channel 27","EMIL",1.886363636,21.7317916,578.0656566,0.003263234,17.48642869,0.0216,1.25,"4/24/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",28,11,50,39,5.5,5.77,39.8,47.4,1,22.3,3.1,246.3,18.6,"IT","ITF","ITF6","ITF61",63.90000095,18.13366626,"2018-07-14",0.838,0.785782608695652,0,"Forest",8,13,79,7.11,6.71,"9.6",11,39,50,5.77,5.5,2015,1,52601984,1.10053865071616
"79",48942888,245,4894000,2888000,367,605,90,"E20","SLOVAKIA","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,231,231,1990,1990,0,28,2.29569062500001,97.2972972972973,103,131.88,427.2,723.2,922.08,8753,"Channel 16","EMIL",1.162376987,15.96959374,424.7911935,0.002736349,12.58891646,21.6,1,"5/27/19","n/a","n/a",1,8,35,56,8,6.82,6.29,"22.8","2",2.2,"0",128.1,19.3,"Yes",NA,NA,NA,NA,6.3,6.42,13.1,26.9,1,6,2.9,138.9,19.6,"SK","SK0","SK02","SK022",85.80000128,17.28033295,"2018-06-05",0.6805,0.614070588235294,0,"Grassland",35,56,8,6.82,6.29,"22.8",35,56,8,6.82,6.29,2009,1,46642928,0.249205940971939
"80",49724396,107,4972000,4396000,149,596,39,"C22","FINLAND","Pine dominated coniferous woodland","Coniferous woodland","Woodland","Forest",312,312,312,312,NA,1990,1990,0,28,0.597842042755344,52.6315789473684,48.8,8.9,119.77,115.39,426.31,8725,"Channel 18","EMIL",0.584908903,2.805660594,74.63057179,0.00783739,3.194675541,21.6,1.5,"5/22/19","n/a","n/a",1,3,2,5,93,4.73,3.86,"15.8","0",0.6,"28.2",32.1,1,"Yes",NA,NA,NA,NA,4.1,4.41,2.01,13.7,0,22.9,0.5,32.5,0.4,"FI","FI1","FI19","FI196",2.100000031,14.09999968,"2018-06-08",0.709,0.639354838709677,0,"Forest",2,5,93,4.73,3.86,"15.8",2,5,93,4.73,3.86,2009,1,50504430,0.0485963086062846
"81",50882638,100,5088000,2638000,83,531,113,"E20","HUNGARY","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",211,211,231,231,231,2012,2012,1,6,1.26315114235501,10.8108108108108,12.86,7.15,22.08,26.21,37.57,5881,"Channel 1","DIETER",0.986517651,2.748506889,73.11028325,0.013493555,6.159480606,21.6,1,"9/2/19","n/a","n/a",1,7,6,8,86,9.65,7.73,"8.8","114",0.4,"0",87.9,3.1,"Yes",NA,NA,NA,NA,8.3,9.98,24.1,3.7,134,0,0.3,54.4,22.5,"HU","HU3","HU33","HU333",30.10000045,19.99666622,"2018-05-28",0.484,0.5052,0,"Grassland",6,8,86,9.65,7.73,"8.8",6,8,86,9.65,7.73,2009,1,51922944,1.31823309649372
"82",51363400,443,5136000,3400000,114,532,77,"C10","POLAND","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",211,211,211,211,211,1990,1990,0,28,0.414555248618789,7.89473684210527,25.97,19.33,82,229.54,292.65,5331,"Channel 21","DIETER",1.222954634,6.651156779,176.9207703,0.006912442,14.40424826,21.6,0.5,"5/6/19","n/a","n/a",1,6,4,19,76,5.49,4.92,"9.4","0",0.9,"28.1",75.9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.2000015,18.36699959,"2018-07-16",0.7855,0.595277108433735,0,"Forest",4,19,76,5.49,4.92,"9.4",4,19,76,5.49,4.92,2009,1,49803394,0.0870050928403626
"83",51722996,28,5172000,2996000,484,766,76,"E20","POLAND","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",211,211,211,211,211,1990,1990,0,28,1.93943774319066,97.4358974358974,89.38,81.1,147.35,653.57,852.97,8708,"Channel 1","EMIL",2.473971453,35.8900084,954.6742233,0.00259143,21.72198488,21.6,1.25,"5/22/19","n/a","n/a",1,5,30,63,8,4.92,4.34,"21.8","1",2.7,"0",97.5,3.2,"Yes",NA,NA,NA,NA,4.7,4.85,36.4,24.2,1,10.5,3.2,77.3,23.2,"PL","PL8","PL82","PL821",53.4000008,15.31366632,"2018-05-30",0.58,0.648947368421053,0,"Grassland",30,63,8,4.92,4.34,"21.8",30,63,8,4.92,4.34,2009,1,49983054,0.304199497190439
"84",52042676,799,5204000,2676000,90,592,116,"E20","ROMANIA","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,121,121,2006,2006,1,12,1.62686607142857,78.9473684210526,72.78,115.17,283.64,535.31,1145.99,8912,"Channel 25","EMIL",1.410320957,14.50947486,385.9520313,0.003654135,20.32425205,21.6,1,"7/1/19","n/a","n/a",1,1,40,34,26,6.29,5.8,"81.7","<0.5",7.78,"335",2828.9,41.6,"Yes",NA,NA,NA,NA,5.8,6.08,19.4,120,0,374,11.8,3750.7,38.7,"RO","RO4","RO42","RO421",37.40000056,6.296666526,"2018-12-03",0.371,0.559516483516484,0,"Grassland",40,34,26,6.29,5.8,"81.7",40,34,26,6.29,5.8,2009,1,52342544,0.397130258929088
"85",52383540,195,5238000,3540000,98,597,72,"E20","LITHUANIA","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",242,242,242,242,242,1990,1990,0,28,0.457031249999998,72.4137931034483,41.35,17.65,55.96,160.76,411.3,6971,"Channel 12","KLAUS",1.062950938,4.840668591,128.7617845,0.008255174,7.104557641,0.0216,1,"4/16/19","n/a","n/a",1,6,4,11,85,5.12,4.52,"21.2","0",2,"47.7",68.8,4.4,"Yes",NA,NA,NA,NA,4.4,4.88,3.42,16.1,0,56.2,1.6,47.7,5.4,"LT","LT0","LT02","LT021",18.70000028,17.7459996,"2018-06-15",0.577777777777778,0.560883116883117,0,"Grassland",4,11,85,5.12,4.52,"21.2",4,11,85,5.12,4.52,2009,1,51103486,0.0563020248855686
"86",52561940,857,5256000,1940000,1263,1005,88,"C22","GREECE","Pine dominated coniferous woodland","Coniferous woodland","Woodland","Forest",313,313,313,313,313,1990,1990,0,28,1.9628109540636,77.7777777777778,38.15,23.65,126.91,198.12,443.71,8898,"Channel 11","EMIL",0.562511147,8.09226562,215.2542655,0.00261324,6.658897952,21.6,1.25,"7/1/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",26,25,24,51,5.5,5.82,6.49,25.4,0,0,1.7,126.7,12.5,"EL","EL5","EL54","EL543",3.300000049,17.46899961,"2018-09-25",0.847111111111111,0.768851063829787,0,"Forest",15,40,45,6.89,5.8,"10.5",25,51,24,5.82,5.5,2015,1,54642202,0.932419567700028
"87",53323834,696,5332000,3834000,110,629,62,"C22","LATVIA","Pine dominated coniferous woodland","Coniferous woodland","Woodland","Forest",324,324,324,313,313,2006,2006,1,12,1.39701612903226,56.25,216.01,240.93,436.1,787.1,14490.38,6879,"Channel 10","KLAUS",15.3847352,106.0124611,2819.931464,0.005455712,90.86120996,0.0504,0.5,"3/26/19","n/a","n/a",1,6,0,0,0,3.4,2.74,"420.6","1",9.4,"23.7",187.5,35.1,"Yes",NA,NA,NA,NA,2.9,3.8,18.27,378.9,0,40.5,12.7,141,39.3,"LV","LV0","LV00","LV009",42.40000063,19.63466623,"2018-08-28",0.723555555555556,0.563325301204819,0,"Forest",24.16123499,33.61835334,33.48284734,3.4,2.74,"420.6",24.16123499,33.61835334,33.48284734,3.4,2.74,2009,1,53403912,0.0773634814313271
"88",53842676,752,5384000,2676000,332,539,101,"B52","ROMANIA","Lucerne","Fodder crops","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,2.25438924050633,87.1794871794872,55.87,41.5,116.17,379.27,280.61,8881,"Channel 24","EMIL",1.30518346,17.72471365,471.477383,0.002768284,15.14003295,21.6,1,"6/24/19","n/a","n/a",1,57,20,65,15,7.82,7.1,"18.6","100",1.87,"7",377.1,28.8,"Yes",NA,NA,NA,NA,7.4,7.75,28.7,18.3,122,6.2,2.4,542.6,33.8,"RO","RO1","RO12","RO121",32.50000048,4.479666567,"2018-12-03",0.4975,0.589582417582418,0,"Agriculture",20,65,15,7.82,7.1,"18.6",20,65,15,7.82,7.1,2009,1,55942860,0.345506490587681
"89",53861912,93,5386000,1912000,124,485,160,"B12","GREECE","Durum wheat","Cereals","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.99231801470588,55.2631578947368,49.29,36.16,84.64,437.41,319.27,6882,"Channel 13","KLAUS",0.627815025,9.559910607,254.2936221,0.002468859,17.58288467,0.0252,1,"3/26/19","n/a","n/a",1,10,43,45,12,8.08,7.36,"13.2","22",1.1,"34.6",455.4,40,"Yes",NA,NA,NA,NA,6.4,6.65,9.94,13.1,0,15.6,1.2,469.1,33.8,"EL","EL6","EL61","EL612",24.60000037,19.4263329,"2018-05-21",0.7392,0.450615384615385,0,"Agriculture",43,45,12,8.08,7.36,"13.2",43,45,12,8.08,7.36,2009,1,54361858,0.0809213592932585
"90",54101838,594,5410000,1838000,2,476,170,"F40","GREECE","Other bare soil","Other bare soil","Bare land and lichens/moss","Bare",213,213,213,212,212,2006,2006,1,12,1.72710900473934,7.50000000000001,6.95,7.76,25.14,58.43,66.97,8575,"Channel 18","EMIL",0.666921752,2.805305784,74.62113386,0.008937438,13.94468225,0.0216,0.75,"4/24/19","n/a","n/a",1,8,13,35,52,7.99,7.12,"5.3","6",0.7,"0",126.5,30.5,"Yes",NA,NA,NA,NA,7.8,8.16,57.6,7.2,53,6.4,1.2,105.8,14.9,"EL","EL6","EL64","EL644",0,26.09766608,"2018-07-31",0.4735,0.465346534653465,0,"Other",13,35,52,7.99,7.12,"5.3",13,35,52,7.99,7.12,2009,1,54581630,1.46919840208484
"91",54202132,723,5420000,2132000,106,446,151,"E30","BULGARIA","Spontaneously re-vegetated surfaces","Spontaneously re-vegetated surfaces","Grassland","Grassland",242,242,242,222,222,2006,2006,1,12,1.01966340782123,33.3333333333333,12.19,12.63,39.7,141.77,201.63,8865,"Channel 8","EMIL",0.373402915,3.933177374,104.6225181,0.003569049,6.9958159,21.6,1,"6/24/19","n/a","n/a",1,0,3,28,69,7.21,6.9,"10.9","1",1.02,"<5",133.9,19.9,"Yes",NA,NA,NA,NA,6.3,6.54,17.42,8.4,0,13.7,1.1,91.4,7.9,"BG","BG4","BG41","BG413",12.50000019,23.28299948,"2018-09-03",0.570222222222222,0.527919191919192,0,"Grassland",3,28,69,7.21,6.9,"10.9",3,28,69,7.21,6.9,2009,1,54221900,0.396919144540668
"92",54382628,789,5438000,2628000,472,718,94,"E10","ROMANIA","Grassland with sparse tree/shrub cover","Grassland with sparse tree/shrub cover","Grassland","Grassland",231,231,222,222,222,2012,2012,1,6,2.44412404580153,94.8717948717949,71.93,94.34,316.92,588.28,421.57,7379,"Channel 30","KLAUS",1.514006515,16.46181687,437.8843286,0.003457549,23.47956132,21.6,0.75,"7/1/19","n/a","n/a",1,57,46,31,23,5.89,5.4,"28.7","1",2.85,"<5",219.6,25.2,"Yes",NA,NA,NA,NA,5,5.41,19.96,17.1,0,6.1,2,151.1,17.7,"RO","RO1","RO12","RO126",29.70000044,3.27933326,"2018-12-05",0.586,0.698352941176471,0,"Grassland",46,31,23,5.89,5.4,"28.7",46,31,23,5.89,5.4,2009,1,54462696,0.184876713416771
"93",54382676,760,5438000,2676000,412,653,96,"E20","ROMANIA","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",231,231,231,324,324,2006,2006,1,12,2.14441123188406,89.4736842105263,42.44,38.16,144.47,304.83,383.41,8878,"Channel 21","EMIL",1.355716878,11.82765342,314.6155811,0.004309122,17.88375559,21.6,1,"6/24/19","n/a","n/a",1,0,24,62,14,7.68,7.2,"23.2","91",2.31,"<5",344.3,40.8,"Yes",NA,NA,NA,NA,7.5,8.01,15.77,16.9,96,0,2,210.4,35,"RO","RO1","RO12","RO126",35.50000053,1.649333296,"2018-12-08",0.5375,0.603770114942529,0,"Grassland",24,62,14,7.68,7.2,"23.2",24,62,14,7.68,7.2,2009,1,54762692,0.108333778419916
"94",54401670,387,5440000,1670000,1227,895,102,"C31","GREECE","Spruce dominated mixed woodland","Mixed woodland","Woodland","Forest",324,324,324,324,324,1990,1990,0,28,0.801396774193548,25.8064516129032,34.55,12.67,269.44,265.27,478.85,5362,"Channel 22","EMIL",1.322767075,16.86164623,448.5197898,0.002949183,5.306799337,21.6,1.75,"5/8/19","n/a","n/a",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No",9,16,37,47,5.6,5.82,17.58,17.7,1,29.6,1.8,56.1,7.4,"EL","EL6","EL65","EL653",NA,NA,"2018-07-09",0.718666666666667,0.728752475247525,0,"Forest",17,19,63,6.88,6.04,"16.4",16,47,37,5.82,5.6,2015,1,53702216,3.76633635366893
"95",54482686,798,5448000,2686000,561,726,87,"C10","ROMANIA","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",231,231,231,231,231,1990,1990,0,28,2.2270125,97.3684210526316,46.36,41.04,328.59,487.69,908.13,8897,"Channel 10","EMIL",1.805934066,17.87692308,475.5261538,0.00379776,24.21718854,21.6,0.75,"7/1/19","n/a","n/a",1,20,58,19,23,6.26,5.9,"40.1","1",3.85,"<5",309,53.1,"Yes",NA,NA,NA,NA,7,7.14,23.8,27.5,3,4.2,3.1,275,15.3,"RO","RO1","RO12","RO125",34.60000052,1.20266664,"2018-12-08",0.572,0.647191011235955,0,"Forest",58,19,23,6.26,5.9,"40.1",58,19,23,6.26,5.9,2009,1,54102674,0.250904204071338
"96",54662028,465,5466000,2028000,858,651,109,"C10","GREECE","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",243,243,311,311,311,2012,2012,1,6,1.08371208226221,56,19.31,3.3,128.58,63.38,520,7009,"Channel 20","KLAUS",0.995754891,8.221360896,218.6881998,0.004553309,9.925187032,21.6,1.75,"4/24/19","n/a","n/a",1,19,27,33,41,5.64,4.82,"16.7","0",0.9,"10.4",208.8,6.7,"Yes",NA,NA,NA,NA,5.1,5.67,5.91,10.5,0,6.8,0.9,61.7,4.9,"EL","EL5","EL52","EL527",55.10000082,20.53466621,"2018-07-23",0.837777777777778,0.698352941176471,0,"Forest",27,33,41,5.64,4.82,"16.7",27,33,41,5.64,4.82,2009,1,54922222,1.74709471246554
"97",54982632,803,5498000,2632000,573,713,87,"C10","ROMANIA","Broadleaved woodland","Broadleaved woodland","Woodland","Forest",211,211,231,242,242,2006,2012,2,6,1.38311188811189,80.5555555555556,173.7,64.39,87.45,417.87,921.92,7243,"Channel 14","KLAUS",1.796392786,19.57181029,520.6101536,0.003450553,17.21964167,21.6,1.25,"6/11/19","n/a","n/a",1,1,35,35,30,4.72,4.6,"20.2","<0.5",2.08,"6",93.8,33.4,"Yes",NA,NA,NA,NA,4.3,4.58,34.2,27.4,1,13.5,3,128.3,25.1,"RO","RO1","RO12","RO122",3.500000052,10.43666643,"2018-10-29",0.698666666666667,0.603172413793103,0,"Forest",35,35,30,4.72,4.6,"20.2",35,35,30,4.72,4.6,2009,1,54662566,0.151693815973349
"98",55282384,691,5528000,2384000,43,508,130,"B31","BULGARIA","Sunflower","Non-permanent industrial crops","Cropland","Agriculture",211,211,211,211,211,1990,1990,0,28,1.63,61.5384615384616,34.6,44.18,54.16,328.4,169.12,8806,"Channel 9","EMIL",0.551756885,9.616334283,255.7944919,0.002157032,12.67208492,21.6,1.25,"6/11/19","n/a","n/a",1,0,13,85,2,8.01,7.4,"19.9","56",2.15,"8",293.6,46.2,"Yes",NA,NA,NA,NA,7.7,8.1,18.63,17.2,63,13,2.2,238.8,28.1,"BG","BG3","BG31","BG314",9.100000136,25.06666611,"2018-09-03",0.502666666666667,0.423041666666667,0,"Agriculture",13,85,2,8.01,7.4,"19.9",13,85,2,8.01,7.4,2009,1,54902398,0.00765973157721579
"99",55362256,878,5536000,2256000,200,664,131,"B31","BULGARIA","Sunflower","Non-permanent industrial crops","Cropland","Agriculture",112,112,112,243,243,2006,2006,1,12,1.26526741573034,69.6969696969697,31.19,16.1,96.55,134.65,346.92,7228,"Channel 29","KLAUS",0.218191377,2.521322584,67.06718075,0.003253326,6.135877611,21.6,1.5,"6/5/19","n/a","n/a",1,0,10,31,59,6.09,5.8,"11.8","<0.5",1.12,"27",94.4,13.7,"Yes",NA,NA,NA,NA,4.4,4.75,12.41,6.1,0,24.6,0.9,47,2.7,"BG","BG4","BG42","BG421",15.90000024,21.70333285,"2018-09-25",0.528,0.469938144329897,0,"Agriculture",10,31,59,6.09,5.8,"11.8",10,31,59,6.09,5.8,2009,1,55442260,0.00707887145603095
"100",55622854,814,5562000,2854000,348,679,89,"E20","ROMANIA","Grassland without tree/shrub cover","Grassland without tree/shrub cover","Grassland","Grassland",211,211,211,231,231,2006,2006,1,12,2.08771571906354,92.3076923076923,61.01,67.26,179.8,438.6,623.84,8844,"Channel 17","EMIL",0.727934316,10.84157492,288.3858929,0.002524168,11.4214876,21.6,1.25,"6/19/19","n/a","n/a",1,55,51,24,25,5.84,5.4,"<6","<0.5",1.82,"<5",149,24.9,"Yes",NA,NA,NA,NA,7.1,7.29,22,17.1,3,5.7,2.2,262.2,33,"RO","RO2","RO21","RO212",38.70000058,7.522666499,"2018-11-21",0.549142857142857,0.576,0,"Grassland",51,24,25,5.84,5.4,"<6",51,24,25,5.84,5.4,2009,1,55382862,0.154274297475396
